	515rcbc9	515rcbc8	515rcbc25	515rcbc19	515rcbc18	515rcbc11	515rcbc10	515rcbc35	515rcbc34	515rcbc15	515rcbc32	515rcbc31	515rcbc30	515rcbc37	515rcbc36	515rcbc13	515rcbc12	515rcbc33	515rcbc14	515rcbc20	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc17	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc16
515rcbc32	0.608007146431	0.578202913783	0.599892140822	0.56725559577	0.628957816383	0.591636704676	0.609377917902	0.640264001656	0.613837445096	0.661210611161	0.0	0.584951744173	0.631161375992	0.618129072932	0.676297654944	0.635432480351	0.671954957254	0.583118047378	0.629735084695	0.619439153964	0.646406219484	0.63267731821	0.615222487377	0.647288487934	0.643787016467	0.66559707541	0.635995139097	0.636956919219	0.624486632472	0.606447142561
515rcbc31	0.619367262771	0.598838830205	0.608885587192	0.579130914704	0.619427531954	0.548923806249	0.581499391702	0.640617146223	0.609328104763	0.610673891601	0.584951744173	0.0	0.628121643365	0.576700661109	0.633773459597	0.614057222781	0.624215073922	0.551268891976	0.599933833521	0.595468853082	0.62106167814	0.616664764341	0.574306248498	0.600821184236	0.588646051014	0.660098964125	0.589151173949	0.583510704168	0.578401225594	0.562255782321
515rcbc30	0.578443114041	0.66565679365	0.681274594159	0.616987960098	0.602564992813	0.625813900367	0.617818418773	0.593775462499	0.582488002211	0.628507832288	0.631161375992	0.628121643365	0.0	0.587219532843	0.701120390471	0.640875995541	0.651831475221	0.632366552322	0.638178031104	0.625686715268	0.620925953362	0.614706021459	0.62678988248	0.590441196827	0.573959884411	0.615662009333	0.611564472599	0.622652843561	0.594490720464	0.63864793278
515rcbc37	0.563732399064	0.609802958892	0.657652483721	0.562863831053	0.566560549921	0.581523600842	0.572359734723	0.587115105831	0.58031794438	0.570961221455	0.618129072932	0.576700661109	0.587219532843	0.0	0.653641199293	0.578957881476	0.596792870797	0.570506247754	0.568558795209	0.552744828796	0.571641391097	0.565904165348	0.560145806408	0.570319186743	0.571824113748	0.623176184451	0.574652467168	0.554608450694	0.530131554232	0.604105130826
515rcbc36	0.652015848107	0.686730274879	0.690986494113	0.644163890134	0.67901470341	0.608762347136	0.671492002326	0.70003423235	0.69520060941	0.69831556894	0.676297654944	0.633773459597	0.701120390471	0.653641199293	0.0	0.704018031738	0.683955916935	0.647586528931	0.681829526976	0.663372015432	0.70283425895	0.679747779345	0.635908345829	0.690458254837	0.668054423015	0.731877805638	0.679399618147	0.668119608216	0.654402627677	0.671250674147
515rcbc13	0.591528027455	0.655078394628	0.705826848093	0.591328240869	0.547780280746	0.636616904905	0.565819562368	0.615901834524	0.548293701773	0.553332105821	0.635432480351	0.614057222781	0.640875995541	0.578957881476	0.704018031738	0.0	0.62387611073	0.610040111169	0.551237176221	0.582533864402	0.569256791047	0.524107010506	0.561832637754	0.574086714593	0.573332449158	0.583462236983	0.569601060321	0.589201830243	0.58887308464	0.6129318827
515rcbc12	0.611415565227	0.658008947023	0.670538314846	0.618234694176	0.611246143168	0.628981701308	0.61695769382	0.627734256155	0.62567345086	0.602368113093	0.671954957254	0.624215073922	0.651831475221	0.596792870797	0.683955916935	0.62387611073	0.0	0.622699763661	0.598968602586	0.597662868159	0.607018837981	0.607941833835	0.573039240668	0.592107559761	0.608048940755	0.659008308086	0.582632487126	0.603405980358	0.598703858034	0.624125380306
515rcbc33	0.611058331192	0.595555859885	0.627517858975	0.577075052594	0.59480935867	0.591100154795	0.557933687628	0.609440644685	0.55914260024	0.59434187568	0.583118047378	0.551268891976	0.632366552322	0.570506247754	0.647586528931	0.610040111169	0.622699763661	0.0	0.561292399358	0.573179074998	0.607218533446	0.576287294071	0.581713112024	0.586847723342	0.574183701807	0.624479181743	0.557591337217	0.555582666246	0.562482621378	0.585644824466
515rcbc14	0.600462829709	0.625155870644	0.669699567384	0.573861198374	0.538702909967	0.595378059183	0.581452898247	0.614045458359	0.55042938116	0.541862673511	0.629735084695	0.599933833521	0.638178031104	0.568558795209	0.681829526976	0.551237176221	0.598968602586	0.561292399358	0.0	0.556332139237	0.553955403943	0.550661920645	0.558555384894	0.579829569088	0.559798063341	0.59693479782	0.553479343921	0.522535146634	0.596567401829	0.60531103211
515rcbc20	0.573383485119	0.613227353719	0.668745541713	0.580545102749	0.559776430599	0.586860879521	0.594193281853	0.612075588633	0.571825335753	0.577327280457	0.619439153964	0.595468853082	0.625686715268	0.552744828796	0.663372015432	0.582533864402	0.597662868159	0.573179074998	0.556332139237	0.0	0.575287762739	0.588208452976	0.580483231115	0.569731501943	0.578160224507	0.613012821966	0.569983071199	0.577842789703	0.560119128314	0.588273446155
515rcbc21	0.597974642226	0.658455374638	0.670088664723	0.608232988255	0.550285977067	0.623960134476	0.590975315828	0.634055954316	0.535734110376	0.589552536728	0.646406219484	0.62106167814	0.620925953362	0.571641391097	0.70283425895	0.569256791047	0.607018837981	0.607218533446	0.553955403943	0.575287762739	0.0	0.588336558465	0.587490894589	0.569021447681	0.558168620725	0.571818538811	0.561642823948	0.569170181633	0.572629088587	0.637681444638
515rcbc22	0.572168811607	0.63512798958	0.66871831855	0.590456266209	0.558740069305	0.597297445168	0.598626326212	0.626875882585	0.535743305034	0.5383712623	0.63267731821	0.616664764341	0.614706021459	0.565904165348	0.679747779345	0.524107010506	0.607941833835	0.576287294071	0.550661920645	0.588208452976	0.588336558465	0.0	0.547127755343	0.572833958031	0.557889638376	0.580414556619	0.576239995875	0.574308862887	0.584273411658	0.608860482337
515rcbc23	0.55671668091	0.638659671109	0.674518029431	0.576851497679	0.547287504422	0.564554605604	0.585092566263	0.598773979346	0.577625850886	0.580518857241	0.615222487377	0.574306248498	0.62678988248	0.560145806408	0.635908345829	0.561832637754	0.573039240668	0.581713112024	0.558555384894	0.580483231115	0.587490894589	0.547127755343	0.0	0.570447639618	0.557704759239	0.629771389471	0.540296058931	0.564884037003	0.561525293534	0.616737668142
515rcbc24	0.585476268439	0.675251626828	0.686869009012	0.607136517368	0.570345636839	0.623073501416	0.592318429491	0.607798916812	0.535107735914	0.529196732997	0.647288487934	0.600821184236	0.590441196827	0.570319186743	0.690458254837	0.574086714593	0.592107559761	0.586847723342	0.579829569088	0.569731501943	0.569021447681	0.572833958031	0.570447639618	0.0	0.543923428541	0.590862935887	0.571640485312	0.565705521022	0.582497514458	0.629487673995
515rcbc17	0.570923681132	0.637003621728	0.653857034163	0.60103010706	0.529155658544	0.577609919874	0.561679700111	0.562631422108	0.541764760711	0.524593666403	0.643787016467	0.588646051014	0.573959884411	0.571824113748	0.668054423015	0.573332449158	0.608048940755	0.574183701807	0.559798063341	0.578160224507	0.558168620725	0.557889638376	0.557704759239	0.543923428541	0.0	0.536651865381	0.540905978992	0.556134085707	0.553228815265	0.600699897768
515rcbc26	0.615550033879	0.683573939698	0.698988985483	0.634408975387	0.568463704337	0.645560628232	0.586892947035	0.598206618284	0.543580588144	0.558267307375	0.66559707541	0.660098964125	0.615662009333	0.623176184451	0.731877805638	0.583462236983	0.659008308086	0.624479181743	0.59693479782	0.613012821966	0.571818538811	0.580414556619	0.629771389471	0.590862935887	0.536651865381	0.0	0.567603215725	0.601225552761	0.601545597645	0.652316069815
515rcbc27	0.578475425446	0.644987067431	0.671036764798	0.567825335155	0.551336610091	0.603393772173	0.583796153375	0.587087045052	0.53395600806	0.541709354424	0.635995139097	0.589151173949	0.611564472599	0.574652467168	0.679399618147	0.569601060321	0.582632487126	0.557591337217	0.553479343921	0.569983071199	0.561642823948	0.576239995875	0.540296058931	0.571640485312	0.540905978992	0.567603215725	0.0	0.568179416202	0.5667474333	0.615203595437
515rcbc28	0.587880378741	0.620646698755	0.646662893704	0.579575142618	0.564731934483	0.587608257678	0.574113490041	0.588520640352	0.562183058286	0.588402689637	0.636956919219	0.583510704168	0.622652843561	0.554608450694	0.668119608216	0.589201830243	0.603405980358	0.555582666246	0.522535146634	0.577842789703	0.569170181633	0.574308862887	0.564884037003	0.565705521022	0.556134085707	0.601225552761	0.568179416202	0.0	0.57104438065	0.606470486667
515rcbc29	0.592539493747	0.637296275553	0.657996860581	0.560735165972	0.565518462276	0.589940177585	0.577856393269	0.57933511925	0.554958503704	0.595824320201	0.624486632472	0.578401225594	0.594490720464	0.530131554232	0.654402627677	0.58887308464	0.598703858034	0.562482621378	0.596567401829	0.560119128314	0.572629088587	0.584273411658	0.561525293534	0.582497514458	0.553228815265	0.601545597645	0.5667474333	0.57104438065	0.0	0.591961760178
515rcbc16	0.607991049501	0.604730320113	0.635368999336	0.575843044697	0.604699567532	0.577524736603	0.568187843791	0.610221462857	0.612463180603	0.613338329316	0.606447142561	0.562255782321	0.63864793278	0.604105130826	0.671250674147	0.6129318827	0.624125380306	0.585644824466	0.60531103211	0.588273446155	0.637681444638	0.608860482337	0.616737668142	0.629487673995	0.600699897768	0.652316069815	0.615203595437	0.606470486667	0.591961760178	0.0
